ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
24568-20140216,2299908,9921,2,"LAILA'S GRAND GAME ROOM, INC.",LAILAS GRAND BILLIARDS,7110 W GRAND AVE 1ST,CHICAGO,IL,60707,29,1,25,1050,Public Place of Amusement,24568,RENEW,,12/15/2013,01/06/2014,N,02/16/2014,02/15/2016,01/16/2014,01/17/2014,AAI,,,41.923648648,-87.803083943,"(41.923648647963255, -87.80308394347287)"
2550139-20190716,2666621,207301,1,THE NEO-FUTURISTS,THE NEO-FUTURISTS,5153 N ASHLAND AVE 2,CHICAGO,IL,60640,40,25,20,1050,Public Place of Amusement,2550139,RENEW,,05/15/2019,07/12/2019,N,07/16/2019,07/15/2021,07/12/2019,07/12/2019,AAI,,22,41.975935166,-87.669462687,"(41.9759351662295, -87.66946268671114)"
2550191-20180416,2580261,63260,14,DE PAUL UNIVERSITY,DE PAUL UNIVERSITY,"2350 N RACINE AVE 1,2, & 4",CHICAGO,IL,60614,2,47,18,1050,Public Place of Amusement,2550191,RENEW,,02/15/2018,,N,04/16/2018,04/15/2020,03/02/2018,03/08/2018,AAI,,,41.92499555,-87.658589696,"(41.924995550378604, -87.65858969614472)"
42868-20200916,2739117,14423,3,LYRIC OPERA OF CHICAGO,LYRIC OPERA OF CHICAGO,20 N WACKER DR  ENTIR,CHICAGO,IL,60606,42,9,1,1050,Public Place of Amusement,42868,RENEW,,07/15/2020,09/01/2020,N,09/16/2020,09/15/2022,12/29/2020,12/31/2020,AAI,,,41.882410906,-87.63717471,"(41.88241090648542, -87.63717471046387)"
2129210-20141016,2352986,351719,3,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE,333-335 N DEARBORN ST 1,CHICAGO,IL,60654,42,27,18,1050,Public Place of Amusement,2129210,RENEW,,08/15/2014,10/06/2014,N,10/16/2014,10/15/2016,10/06/2014,10/15/2014,AAI,,,41.888413743,-87.629410813,"(41.888413743062294, -87.62941081299829)"
1302185-20140216,2300365,32140,2,H. B. ONTARIO-FRANKLIN CORPORATION,SOUND-BAR,226 W ONTARIO ST,CHICAGO,IL,60654,42,68,18,1050,Public Place of Amusement,1302185,RENEW,,12/15/2013,02/11/2014,N,02/16/2014,02/15/2016,02/11/2014,02/13/2014,AAI,,,41.893280778,-87.635288422,"(41.89328077794026, -87.63528842226238)"
2379197-20180116,2567961,322809,2,CHICAGO INDOOR SPORTS LLC,CHICAGO INDOOR SPORTS/ RAZZMATAZZ FUN CENTER,3900 S ASHLAND AVE,CHICAGO,IL,60609,12,19,9,1050,Public Place of Amusement,2379197,RENEW,,11/15/2017,01/09/2018,N,01/16/2018,01/15/2020,01/09/2018,01/12/2018,AAI,,,41.823027657,-87.665744031,"(41.82302765703953, -87.66574403109463)"
10606-20141016,2350714,4669,1,50YARDLINE BAR&GRILL LLC,50 YARD LINE,69 E 75TH ST 1,CHICAGO,IL,60619,6,16,6,1472,Music and Dance,10606,RENEW,,08/15/2014,10/10/2014,N,10/16/2014,10/15/2016,10/10/2014,10/10/2014,AAI,,,41.758174093,-87.621994448,"(41.75817409333064, -87.62199444753409)"
1381904-20150216,2369773,18826,1,TWELVE PINS (CHICAGO) INC.,THE IRISH OAK,3511 N CLARK ST,CHICAGO,IL,60657,44,31,19,1050,Public Place of Amusement,1381904,RENEW,,12/15/2014,02/13/2015,N,02/16/2015,02/15/2017,02/13/2015,03/03/2015,AAI,,17,41.94615313,-87.655500028,"(41.94615312990865, -87.65550002801628)"
1645881-20131116,2287110,296608,1,"STAN MANSION, INC.",STAN MANSION,2408-2410 N KEDZIE BLVD,CHICAGO,IL,60647,35,11,14,1050,Public Place of Amusement,1645881,RENEW,,09/15/2013,11/14/2013,N,11/16/2013,11/15/2015,11/14/2013,11/15/2013,AAI,,,41.925066449,-87.70737521,"(41.925066449440074, -87.70737520957509)"
2817315-20211220,2817315,480522,1,"SBH CHI, LLC",BARSTOOL RIVER NORTH,14-18 W HUBBARD ST 1ST AND BASEMENT,CHICAGO,IL,60654,42,25,18,1050,Public Place of Amusement,2817315,ISSUE,10/18/2021,10/18/2021,10/18/2021,N,12/20/2021,01/15/2024,12/20/2021,12/20/2021,AAI,,,41.8901664,-87.628545794,"(41.89016640039207, -87.62854579369515)"
2341357-20150116,2341357,373232,1,ROBERT BLACK GOLF MANAGEMENT LLC,ROBERT BLACK GOLF COURSE,2045 W PRATT BLVD 1,CHICAGO,IL,60645,40,13,24,1050,Public Place of Amusement,2341357,ISSUE,07/02/2014,07/02/2014,07/02/2014,N,01/16/2015,10/15/2016,01/15/2015,01/16/2015,AAI,,,42.005064509,-87.682157422,"(42.00506450909037, -87.6821574217577)"
31839-20170416,2512478,14420,1,"CHICAGO OCTAGON CLUB, INC.",THE TIN LIZZIE,2483 N CLARK ST,CHICAGO,IL,60614,43,27,19,1472,Music and Dance,31839,RENEW,,02/15/2017,04/11/2017,N,04/16/2017,04/15/2019,04/11/2017,04/12/2017,AAI,,23,41.927833818,-87.641658809,"(41.92783381766517, -87.6416588091054)"
1330114-20211116,2809813,58443,1,"WORLD OF SPORTS ORGANIZATION, L.L.C.",WINDY CITY FIELDHOUSE,2367 W LOGAN BLVD,CHICAGO,IL,60647,32,39,14,1050,Public Place of Amusement,1330114,RENEW,,09/15/2021,10/05/2021,N,11/16/2021,11/15/2023,11/04/2021,11/05/2021,AAI,,,41.928999687,-87.687024336,"(41.928999687056795, -87.68702433592277)"
2021820-20140416,2310548,85751,12,THE ART INSTITUTE OF CHICAGO,THE SULLIVAN GALLERIES,33 S STATE ST 7TH,CHICAGO,IL,60603,34,33,1,1050,Public Place of Amusement,2021820,RENEW,,02/15/2014,03/06/2014,N,04/16/2014,04/15/2016,03/21/2014,03/24/2014,AAI,,1,41.88120239,-87.627593592,"(41.8812023900134, -87.62759359231444)"
44963-20190716,2665699,11120,1,"HAK SA, INC.",ATMOSPHERE,5355 N CLARK ST 1ST,CHICAGO,IL,60640,48,43,20,1472,Music and Dance,44963,RENEW,,05/15/2019,07/03/2019,N,07/16/2019,07/15/2021,07/03/2019,07/05/2019,AAI,,22,41.979667313,-87.668128468,"(41.97966731313224, -87.66812846762794)"
1475884-20140616,2323558,272914,1,TOBACCO ROAD INCORPORATED,HAROLD WASHINGTON CULTURAL CENTER,4701 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60615,3,31,2,1050,Public Place of Amusement,1475884,RENEW,,04/15/2014,06/10/2014,N,06/16/2014,06/15/2016,06/10/2014,06/10/2014,AAI,,56,41.809295204,-87.616439669,"(41.80929520397561, -87.61643966919897)"
2084791-20150216,2370781,261056,1,2610 RESTAURANT INC.,IMPERIA LOUNGE,2610-2612 W PETERSON AVE,CHICAGO,IL,60659,40,10,24,1050,Public Place of Amusement,2084791,RENEW,,12/15/2014,01/29/2015,N,02/16/2015,02/15/2017,01/29/2015,01/29/2015,AAI,,,41.990577712,-87.695051595,"(41.99057771185899, -87.69505159486957)"
1823224-20191116,2692104,313337,4,"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES 600 NORTH MICHIGAN 9,"600 N MICHIGAN AVE 4,5,6",CHICAGO,IL,60611,42,22,18,1050,Public Place of Amusement,1823224,RENEW,,09/15/2019,10/09/2019,N,11/16/2019,11/15/2021,01/26/2024,01/29/2024,AAI,,,41.892593226,-87.624334048,"(41.89259322553828, -87.6243340479495)"
2233062-20240216,2946635,376257,1,"OXFORD HOTELS AND RESORTS, LLC",THE GODFREY HOTEL CHICAGO,127 W HURON ST 1-16,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2233062,RENEW,,12/15/2023,12/15/2023,N,02/16/2024,02/15/2026,01/26/2024,01/29/2024,AAI,,,41.894706184,-87.632422292,"(41.894706183704464, -87.63242229170142)"
2550156-20170804,2550156,295143,1,THE RICHARD H. DRIEHAUS MUSEUM,THE RICHARD H. DRIEHAUS MUSEUM,40 E ERIE ST 1ST - 3RD,CHICAGO,IL,60611,42,23,18,1050,Public Place of Amusement,2550156,ISSUE,,,,N,08/04/2017,03/15/2019,08/04/2017,08/04/2017,AAI,,,41.894206857,-87.626639412,"(41.894206856783605, -87.62663941182477)"
2813997-20240216,2947582,480284,1,NO.1 ENTERTAINMENT INVESTMENT LLC,KING KTV,2002 S WENTWORTH AVE 2ND 1-4,CHICAGO,IL,60616,11,14,9,1050,Public Place of Amusement,2813997,RENEW,,12/15/2023,01/26/2024,N,02/16/2024,02/15/2026,03/20/2024,03/21/2024,AAI,,,41.855281704,-87.631992642,"(41.85528170377401, -87.63199264229414)"
1096159-20140416,2310545,85751,4,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,164 N STATE ST,CHICAGO,IL,60601,42,10,1,1050,Public Place of Amusement,1096159,RENEW,,02/15/2014,03/14/2014,N,04/16/2014,04/15/2016,03/21/2014,03/24/2014,AAI,,1,41.884963672,-87.628068565,"(41.884963671827244, -87.62806856475854)"
2550193-20170804,2550193,370480,1,"FILAMENT THEATRE ENSEMBLE, NFP",Filament Theatre,4041 N MILWAUKEE AVE 1,CHICAGO,IL,60641,45,11,16,1050,Public Place of Amusement,2550193,ISSUE,,,,N,08/04/2017,07/15/2019,08/04/2017,08/04/2017,AAI,,28,41.954276923,-87.748505485,"(41.95427692335579, -87.7485054845092)"
2488783-20210316,2769761,391564,1,TRUTH CHICAGO LLC,TRUTH,56 E PERSHING RD 1ST,CHICAGO,IL,60653,3,33,2,1050,Public Place of Amusement,2488783,RENEW,,01/15/2021,03/23/2021,N,03/16/2021,03/15/2023,03/23/2021,03/29/2021,AAI,,,41.8238513,-87.62428782,"(41.823851299838886, -87.62428782040833)"
9822-20230716,2907261,4504,1,FURAMA RESTAURANT INCORPORATED,FURAMA RESTAURANT INC,4936 N BROADWAY,CHICAGO,IL,60640,48,40,20,1050,Public Place of Amusement,9822,RENEW,,05/15/2023,08/25/2023,N,07/16/2023,07/15/2025,08/25/2023,08/25/2023,AAI,,34,41.972613179,-87.659913349,"(41.97261317872583, -87.65991334912181)"
2595569-20180626,2595569,427320,1,HOFESH,HAPPY PLACE,1004-1020 N ELSTON AVE 1,CHICAGO,IL,60642,27,35,12,1050,Public Place of Amusement,2595569,ISSUE,05/03/2018,05/15/2018,05/15/2018,Y,06/26/2018,07/15/2021,06/26/2018,06/26/2018,AAI,,,41.900033579,-87.656798651,"(41.90003357876605, -87.65679865052087)"
1696307-20140916,2343963,202541,4,FRIENDS OF THE CHICAGO RIVER,FRIENDS OF THE CHICAGO RIVER,376 N MICHIGAN AVE 1-5,CHICAGO,IL,60601,42,42,1,1050,Public Place of Amusement,1696307,RENEW,,07/15/2014,09/23/2014,N,09/16/2014,09/15/2016,05/06/2015,05/07/2015,AAI,,,41.888647571,-87.624572798,"(41.88864757065016, -87.62457279753343)"
38548-20191116,2690741,15642,1,SUBTERRANEAN LIMITED PART.,SUBTERRANEAN CAFE & CABARET,2011 W NORTH AVE # 1ST,CHICAGO,IL,60647,1,8,14,1472,Music and Dance,38548,RENEW,,09/15/2019,09/20/2019,N,11/16/2019,11/15/2021,09/20/2019,09/23/2019,AAI,,33,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)"
37211-20141116,2356261,54546,1,"MARCHETTI SPECIAL EVENTS, LTD.","MARCHETTI SPECIAL EVENTS, LTD.",825 W ERIE ST  TENT,CHICAGO,IL,60642,27,11,12,1050,Public Place of Amusement,37211,RENEW,,09/15/2014,10/31/2014,N,11/16/2014,11/15/2016,04/01/2015,04/01/2015,AAI,,,41.893249234,-87.648792057,"(41.89324923448882, -87.64879205703046)"
2550084-20180616,2592321,313178,2,"ATRIUM EVENTS, LLC",ATRIUM EVENTS,4325-4343 N RAVENSWOOD AVE LL,CHICAGO,IL,60613,47,39,19,1050,Public Place of Amusement,2550084,RENEW,,04/15/2018,05/09/2018,N,06/16/2018,07/15/2020,05/09/2018,05/18/2018,AAI,,31,41.960476305,-87.673799318,"(41.96047630495004, -87.67379931767802)"
2483397-20170222,2483397,379857,4,PREMIER CATERING & EVENTS LLC,PREMIER CATERING & EVENTS,500 W JACKSON BLVD 1ST,CHICAGO,IL,60661,34,12,1,1050,Public Place of Amusement,2483397,ISSUE,07/28/2016,11/30/2016,12/05/2016,N,02/22/2017,03/15/2019,02/22/2017,02/22/2017,AAI,,,41.878153523,-87.639638623,"(41.87815352261035, -87.63963862300314)"
2079280-20190616,2661710,359506,1,COLONEL (IL) JAMES N. PRITZKER LIBRARY OF THE CITIZEN SOLDIER,PRITZKER MILITARY MUSEUM & LIBRARY,"104 S MICHIGAN AVE 2,3,4",CHICAGO,IL,60603,34,33,1,1050,Public Place of Amusement,2079280,RENEW,,04/15/2019,06/14/2019,N,06/16/2019,06/15/2021,06/14/2019,06/17/2019,AAI,,,41.88067914,-87.62449086,"(41.880679139638694, -87.62449086000186)"
2541999-20210716,2790282,410203,1,"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,CHICAGO,IL,60647,32,34,14,1050,Public Place of Amusement,2541999,RENEW,,05/15/2021,05/26/2021,N,07/16/2021,07/15/2023,10/19/2021,10/20/2021,AAI,,,41.925845288,-87.678835724,"(41.925845287841526, -87.67883572432687)"
2487872-20181221,2487872,399988,1,"SOME LIKE IT BLACK CREATIVE ARTS BAR, INC.",Thee Beauty Bar,4259 S COTTAGE GROVE AVE 1 D,CHICAGO,IL,60653,4,7,2,1050,Public Place of Amusement,2487872,ISSUE,08/23/2016,09/17/2018,09/17/2018,N,12/21/2018,07/15/2021,12/21/2018,12/21/2018,AAI,,47,41.816871451,-87.606562199,"(41.816871451167565, -87.60656219896904)"
72434-20160516,2453689,21847,1,"JOHNNY'S ICE HOUSE, INC.",JOHNNY'S ICE HOUSE,1350 W MADISON ST 1ST,CHICAGO,IL,60607,27,7,12,1050,Public Place of Amusement,72434,RENEW,,03/15/2016,04/26/2016,N,05/16/2016,05/15/2018,05/10/2016,05/11/2016,AAI,,,41.88165389,-87.661604728,"(41.8816538895371, -87.66160472806487)"
1620706-20200216,2705837,295045,1,"POPS FOR CHAMPAGNE LTD., LLC",POPS FOR CHAMPAGNE,601-605 N STATE ST 1,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,1620706,RENEW,,12/15/2019,01/14/2020,N,02/16/2020,02/15/2022,01/15/2020,01/16/2020,AAI,,,41.892517293,-87.627949718,"(41.89251729286969, -87.62794971765776)"
51444-20141016,2350952,17463,1,"HOB CHICAGO, INC.","House of Blues Chicago, Inc.",329 N DEARBORN ST L1-L4,CHICAGO,IL,60654,42,27,18,1050,Public Place of Amusement,51444,RENEW,,08/15/2014,09/09/2014,N,10/16/2014,10/15/2016,09/22/2014,09/23/2014,AAI,,,41.888301227,-87.629406692,"(41.88830122742548, -87.62940669235189)"
2189281-20130206,2189281,374804,1,Flirty Girl Fitness Lincoln Park LLC,FLIRTY GIRL FITNESS,2215-2217 N HALSTED ST 1ST,CHICAGO,IL,60614,43,29,18,1050,Public Place of Amusement,2189281,ISSUE,09/21/2012,12/05/2012,12/05/2012,N,02/06/2013,02/15/2015,02/06/2013,02/06/2013,AAI,,,41.922304682,-87.648502168,"(41.92230468172916, -87.64850216798372)"
10606-20201016,2745401,4669,1,50YARDLINE BAR&GRILL LLC,50 YARD LINE,69 E 75TH ST 1,CHICAGO,IL,60619,6,16,6,1472,Music and Dance,10606,RENEW,,08/15/2020,07/14/2021,N,10/16/2020,10/15/2022,07/14/2021,07/26/2021,AAI,,,41.758174093,-87.621994448,"(41.75817409333064, -87.62199444753409)"
1992436-20160216,2438640,15981,1,"SHE-NANNIGAN'S GREEN STREET, INCORPORATED",SHE-NANNIGAN'S HOUSE OF BEERS,16 W DIVISION ST 1,CHICAGO,IL,60610,2,38,18,1050,Public Place of Amusement,1992436,RENEW,,12/15/2015,01/25/2016,N,02/16/2016,02/15/2018,02/03/2016,02/05/2016,AAI,,,41.904040349,-87.629335459,"(41.9040403492842, -87.62933545937574)"
2298244-20160416,2450760,386475,1,CUATRO HERMANOS LIMITED LIABILITY COMPANY,TAQUERIA PALACIO,1700 S HALSTED ST 1,CHICAGO,IL,60608,25,3,12,1050,Public Place of Amusement,2298244,RENEW,,02/15/2016,04/11/2016,N,04/16/2016,03/15/2018,04/11/2016,04/12/2016,AAI,,,41.859104284,-87.646827577,"(41.85910428354797, -87.64682757730905)"
15953-20161216,2493736,27926,1,ERRO INC,MONTROSE SALOON,2933 W MONTROSE AVE 1 #,CHICAGO,IL,60618,33,23,17,1472,Music and Dance,15953,RENEW,,10/15/2016,04/12/2017,N,12/16/2016,12/15/2018,04/12/2017,04/13/2017,AAI,,60,41.961116939,-87.702274158,"(41.961116939451195, -87.70227415826348)"
2373673-20170616,2527481,395381,1,CHERRY CIRCLE ROOM LLC,THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE 2,CHICAGO,IL,60603,34,9,1,1050,Public Place of Amusement,2373673,RENEW,,04/15/2017,06/29/2017,N,06/16/2017,06/15/2019,06/29/2017,06/30/2017,AAI,,,41.8818033,-87.624504274,"(41.881803300378394, -87.62450427385279)"
1093273-20210516,2777421,86271,1,"HARD ROCK CAFE INTERNATIONAL (CHICAGO), INC.",HARD ROCK CAFE,63 W ONTARIO ST 1ST,CHICAGO,IL,60610,42,22,18,1050,Public Place of Amusement,1093273,RENEW,,03/15/2021,04/01/2021,N,05/16/2021,05/15/2023,04/30/2021,05/03/2021,AAI,,,41.893127755,-87.630562518,"(41.89312775453658, -87.63056251830054)"
49931-20210616,2782383,37401,1,FERRANDO CORPORATION,BILLARES RICARDO & RESTAURANT,4209 S KEDZIE AVE 1,CHICAGO,IL,60632,12,10,9,1050,Public Place of Amusement,49931,RENEW,,04/15/2021,04/25/2021,N,06/16/2021,06/15/2023,05/27/2021,05/28/2021,AAI,,,41.816886971,-87.704173517,"(41.81688697087349, -87.70417351739823)"
2069628-20160516,2454915,271816,1,"LA MEDITERRANEE, INC.",PORKCHOP,941 W RANDOLPH ST,CHICAGO,IL,60607,27,57,12,1050,Public Place of Amusement,2069628,RENEW,,03/15/2016,05/04/2016,N,05/16/2016,05/15/2018,05/04/2016,05/05/2016,AAI,,,41.884230384,-87.651343054,"(41.88423038377647, -87.65134305370525)"
2354645-20201116,2751468,322099,1,1721 W. DIVISION CORP.,Mama Delia & Bordel,1721 W DIVISION ST 1&2,CHICAGO,IL,60622,1,47,12,1050,Public Place of Amusement,2354645,RENEW,,09/15/2020,11/04/2020,N,11/16/2020,11/15/2022,11/18/2020,03/09/2021,AAI,,33,41.903180986,-87.670876338,"(41.903180986329666, -87.67087633768513)"
49931-20150616,2393106,37401,1,FERRANDO CORPORATION,BILLARES RICARDO & RESTAURANT,4209 S KEDZIE AVE 1,CHICAGO,IL,60632,12,10,9,1050,Public Place of Amusement,49931,RENEW,,04/15/2015,05/27/2015,N,06/16/2015,06/15/2017,06/05/2015,06/16/2015,AAI,,,41.816886971,-87.704173517,"(41.81688697087349, -87.70417351739823)"
2340289-20140813,2340289,15859,3,"HALPERNS' YES & PRODUCTIONS, INC.",IO THEATER,1501-1519 N KINGSBURY ST,CHICAGO,IL,60642,27,46,18,1050,Public Place of Amusement,2340289,ISSUE,06/16/2014,07/22/2014,07/22/2014,N,08/13/2014,08/15/2016,08/13/2014,08/13/2014,AAI,,,41.908305786,-87.651799571,"(41.90830578569197, -87.65179957092685)"
2026749-20161016,2486359,351813,1,"MASTRO'S RESTAURANTS, LLC",MASTRO'S STEAKHOUSE,520 N DEARBORN ST 1 & 2,CHICAGO,IL,60654,42,22,18,1050,Public Place of Amusement,2026749,RENEW,,08/15/2016,09/29/2016,N,10/16/2016,10/15/2018,09/29/2016,09/30/2016,AAI,,,41.891601285,-87.629796705,"(41.8916012847535, -87.62979670523087)"
2263088-20180716,2599143,381630,1,"CHICAGO ORD HOTEL PARTNERS, LLC",RENAISSANCE CHICAGO O'HARE HOTEL,8500 W BRYN MAWR AVE,CHICAGO,IL,60631,41,29,16,1050,Public Place of Amusement,2263088,RENEW,,05/15/2018,05/23/2018,N,07/16/2018,07/15/2020,06/27/2018,06/28/2018,AAI,,,41.981180725,-87.839167558,"(41.98118072487806, -87.83916755770461)"
1334000-20160216,2438591,15252,1,"BS & JL, INC.",UNDERGROUND WONDER BAR,710 N CLARK ST,CHICAGO,IL,60610,42,57,18,1050,Public Place of Amusement,1334000,RENEW,,12/15/2015,02/08/2016,N,02/16/2016,02/15/2018,02/08/2016,02/09/2016,AAI,,,41.895231786,-87.6313589,"(41.8952317861976, -87.63135889968055)"
2469135-20161005,2469135,406544,1,BRE 312 SKYDECK LLC,BRE 312 SKYDECK LLC,"233 S WACKER DR LL, 2 99, & 103",CHICAGO,IL,60606,42,12,1,1050,Public Place of Amusement,2469135,ISSUE,05/16/2016,08/15/2016,08/15/2016,N,10/05/2016,10/15/2018,10/05/2016,10/05/2016,AAI,,,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)"
9526-20140316,2305862,62894,2,NORMA STELJES,MARIE'S GOLDEN CUE,3241 W MONTROSE AVE 1ST,CHICAGO,IL,60618,33,20,17,1050,Public Place of Amusement,9526,RENEW,,01/15/2014,03/24/2014,N,03/16/2014,03/15/2016,03/24/2014,03/25/2014,AAI,,60,41.961059135,-87.709867963,"(41.961059135039115, -87.70986796343979)"
2556132-20200116,2702822,401856,1,"CPP ENTERPRISES II, INC.",DANNY'S PIZZA PLACE,6021 S ARCHER AVE 1,CHICAGO,IL,60638,23,54,8,1050,Public Place of Amusement,2556132,RENEW,,11/15/2019,04/07/2020,N,01/16/2020,09/15/2021,04/07/2020,04/10/2020,AAI,,,41.794849958,-87.767280356,"(41.794849958047614, -87.76728035628865)"
2240035-20191016,2687322,379152,1,CHICAGO CHOP SHOP LLC,CHICAGO CHOP SHOP,2033-2035 W NORTH AVE 1 & 2,CHICAGO,IL,60647,1,8,14,1050,Public Place of Amusement,2240035,RENEW,,08/15/2019,10/17/2019,N,10/16/2019,10/15/2021,10/18/2019,11/13/2019,AAI,,33,41.910349908,-87.678850543,"(41.91034990831966, -87.67885054253232)"
2078876-20211116,2810722,334474,2,"REVOLUTION BREWING, LLC",REVOLUTION BREWING,2323 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60647,1,10,14,1050,Public Place of Amusement,2078876,RENEW,,09/15/2021,09/22/2021,N,11/16/2021,11/15/2023,11/15/2021,11/16/2021,AAI,,,41.923532458,-87.698139564,"(41.92353245816767, -87.69813956418868)"
36098-20231016,2924924,2678,1,"LAWN BOWLING, INC.",LAWN BOWLING,6750 S PULASKI RD 1ST,CHICAGO,IL,60629,23,44,8,1050,Public Place of Amusement,36098,RENEW,,08/15/2023,08/16/2023,N,10/16/2023,10/15/2025,09/19/2023,09/19/2023,AAI,,3,41.769829543,-87.722680985,"(41.76982954323323, -87.72268098507774)"
2355071-20150326,2355071,9244,19,TRATTORIA PIZZERIA ROMA INC.,WOODIE'S FLAT,"1535 N WELLS ST BSMT, 1ST, AND 2ND",CHICAGO,IL,60610,2,54,18,1050,Public Place of Amusement,2355071,ISSUE,09/08/2014,11/12/2014,11/12/2014,N,03/26/2015,04/15/2017,03/26/2015,03/26/2015,AAI,,48,41.910189525,-87.634533167,"(41.91018952506366, -87.63453316663663)"
29336-20130516,2241943,53385,1,PATRICIA PEREZ,YOUR SHOT,1333 W 18TH ST 1ST,CHICAGO,IL,60608,25,2,12,1050,Public Place of Amusement,29336,RENEW,,03/15/2013,04/08/2013,N,05/16/2013,05/15/2015,04/30/2013,05/01/2013,AAI,,,41.857783297,-87.660247654,"(41.85778329745016, -87.66024765425276)"
2550120-20231216,2936530,374407,1,NO EXIT LLC,LE PIANO,6970-6972 N GLENWOOD AVE 1,CHICAGO,IL,60626,49,23,24,1050,Public Place of Amusement,2550120,RENEW,,10/15/2023,12/15/2023,N,12/16/2023,12/15/2025,12/15/2023,04/08/2024,AAI,,24,42.008813689,-87.666353919,"(42.008813688990735, -87.66635391877986)"
2314181-20160716,2468623,388216,1,F&O CHICAGO LLC,FIG & OLIVE,70-104 E OAK ST 2-3,CHICAGO,IL,60611,42,24,18,1050,Public Place of Amusement,2314181,RENEW,,05/15/2016,05/26/2016,N,07/16/2016,07/15/2018,08/03/2016,08/26/2016,AAI,,,41.900898622,-87.625798538,"(41.90089862165083, -87.6257985377992)"
2084736-20180316,2576736,283671,2,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,2084736,RENEW,,01/15/2018,02/06/2018,N,03/16/2018,03/15/2020,02/27/2018,02/28/2018,AAI,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
2762637-20230516,2899886,469630,1,STJ CHICAGO LLC,"PENDRY CHICAGO, HOTEL",224-230 N MICHIGAN AVE LL2-36,CHICAGO,IL,60601,42,42,1,1050,Public Place of Amusement,2762637,RENEW,,03/15/2023,04/24/2023,N,05/16/2023,05/15/2025,04/28/2023,04/28/2023,AAI,,,41.886374815,-87.624675436,"(41.88637481521078, -87.6246754356595)"
2560078-20191216,2697639,416883,2,THE QUANDARY LLC,THE QUANDARY,3205 N CLARK ST 1 100,CHICAGO,IL,60657,44,42,19,1050,Public Place of Amusement,2560078,RENEW,,10/15/2019,12/04/2019,N,12/16/2019,12/15/2021,01/23/2020,01/24/2020,AAI,,17,41.940203954,-87.650711827,"(41.94020395354361, -87.65071182685475)"
2284876-20151216,2430086,202648,3,"LACOCO PIZZA AND PASTA, INC.",LaCoco's Pizza & Wings,3344-3352 W 47TH ST,CHICAGO,IL,60632,12,20,8,1050,Public Place of Amusement,2284876,RENEW,,10/15/2015,01/12/2016,N,12/16/2015,06/15/2017,01/12/2016,01/13/2016,AAI,,,41.80817609,-87.708251604,"(41.80817609033046, -87.70825160442028)"
9298-20220116,2845450,4279,2,"BILL BABS, INC.",KELLY'S TAVERN,4403 S WALLACE ST 1ST,CHICAGO,IL,60609,15,12,9,1050,Public Place of Amusement,9298,RENEW,,04/27/2022,12/22/2023,N,01/16/2022,01/15/2024,12/22/2023,12/28/2023,AAI,,,41.814326117,-87.640668438,"(41.81432611672509, -87.64066843784394)"
2665420-20211016,2807039,429588,1,"CONVENE AT 131 SOUTH DEARBORN, LLC",CONVENE AT 16 WEST ADAMS / CONVENE AT 131 SOUTH DEARBORN,"131 S DEARBORN ST  100, 200R",CHICAGO,IL,60603,34,33,1,1050,Public Place of Amusement,2665420,RENEW,,08/15/2021,09/18/2021,N,10/16/2021,02/15/2023,09/23/2021,09/24/2021,AAI,,1,41.87988544,-87.629211595,"(41.87988544030099, -87.62921159480324)"
1379701-20220516,2837354,264983,1,"G CUE, LTD.",G Cue Billiards,157 N MORGAN ST,CHICAGO,IL,60607,27,45,12,1050,Public Place of Amusement,1379701,RENEW,,03/15/2022,03/18/2022,N,05/16/2022,05/15/2024,05/02/2022,05/03/2022,AAI,,,41.884769921,-87.651967978,"(41.88476992124432, -87.6519679781963)"
